accuracy,precision,recall,f1
0.9842419496916904,0.9843729930564974,0.9840528808778268,0.9840475617667672
0.978369384359401,0.9794166370486176,0.9786265346350588,0.9785822980032308
0.9804247822257024,0.9803754402319098,0.9806352657877792,0.9802282882034156
0.9801311539590878,0.9804612281574914,0.980240960592933,0.980121924441784
0.9733777038269552,0.9742064338657356,0.9730234284672548,0.9731464643066864
0.9795438974258588,0.9808737909048306,0.9790206063629436,0.9795141434040991
0.9778800039150436,0.9787098801958202,0.9782851062283048,0.977984847084817
0.978760888714887,0.9790701787383532,0.978760769890582,0.9784879658926654
0.9794460213369872,0.9799813413979438,0.9795423098788004,0.9794351307866118
0.9756288538709992,0.9765917698540773,0.9755471050524592,0.975611365162238
0.9796417735147304,0.9803481421669624,0.9795942128673268,0.97950137039303
0.9778800039150436,0.9785083523753438,0.9776253637492932,0.9775484652575016
0.978565136537144,0.9789324853671978,0.9790876713044024,0.9786738402056336
0.968581775472252,0.969901751532508,0.9684951274851472,0.96852172418735
0.9788587648037584,0.9798241230995052,0.9793821702873076,0.9789133803032548
0.9764118625819712,0.977046766536271,0.9764742204312412,0.9762220732666258
0.973573456004698,0.9744755511291784,0.97354888969676,0.9733943057288597
0.982186551825389,0.9827663881407956,0.9822014040350144,0.9821401015842256
0.9762161104042284,0.976602650180092,0.9762537487313978,0.976004040411527
0.9811099148478026,0.981555280337513,0.981176962162474,0.9811578668843342
0.9774884995595576,0.978600312262036,0.9772712293860252,0.9774611075408576
0.968581775472252,0.9700266926535428,0.9690807645693474,0.9688096724509824
0.9832631888029756,0.9837465702641516,0.9830737540775326,0.9829846778242048
0.973181951649212,0.973990403129621,0.9737104854800136,0.9730182548256032
0.9809141626700596,0.981821172621702,0.9808525458107497,0.980957845082338
0.973181951649212,0.9743630508397572,0.9731686062951188,0.9730972098619004
0.9810120387589312,0.9814668324583812,0.9810752398101162,0.9809233184348578
0.9753352256043848,0.9768460790542328,0.9756167499787592,0.9753961467900516
0.9797396496036018,0.9799500645874588,0.9800032715579888,0.9796746672690816
0.9762161104042284,0.9770109645566316,0.9761397130344228,0.976010587371534
0.9790545169815014,0.9791506244529832,0.9793385115645092,0.9789444286224472
0.9797396496036018,0.9800093169837116,0.980008986492454,0.9796686101252968
0.9771948712929432,0.977597502498733,0.9766032931434044,0.97660970754636
0.9820886757365176,0.9823096363106004,0.9822131737159636,0.9820909182533136
0.982969560536361,0.9835412255197286,0.9832185416592878,0.983105031406858
0.981990799647646,0.9826042099284223,0.982245712581818,0.9820788594546194
0.9748458451600274,0.9768580615119784,0.9748557958416127,0.9749563783624304
0.9778800039150436,0.978466996984031,0.978386128994449,0.9777381411086882
0.9770969952040716,0.978103543549278,0.977168319548399,0.9770924563061532
0.979348145248116,0.9799535141004632,0.9793310170538972,0.9792052804333276
0.9843398257805618,0.9843658962122906,0.984257942738862,0.9841520227459546
0.9830674366252324,0.983408258015574,0.9829411459884004,0.982938946124602
0.9764118625819712,0.9768501820702116,0.9763150876010452,0.976125505531
0.974160712537927,0.974984131351799,0.9737229470067243,0.9737608111060752
0.9803269061368308,0.9810635571090016,0.9806263405957752,0.980497481996606
0.9768033669374572,0.9783066492599792,0.9765638726251116,0.976844862647708
0.9797396496036018,0.9801344660007428,0.9802049387864394,0.979923835354761
0.9749437212488988,0.9758051119996696,0.9754472969919068,0.9750758244381488
0.9760203582264853,0.9765255159261956,0.976504538979269,0.9761075607867636
0.9757267299598708,0.9768073763324712,0.9759873997255925,0.9758264657049326
0.9754331016932564,0.9763951095873582,0.9758332984773376,0.9755067173057506
0.978760888714887,0.97921972221512,0.97885499307131,0.9786816543003134
0.9764118625819712,0.9774990458572502,0.9770775675139064,0.9767518734633616
0.9763139864930998,0.9776162758802748,0.9762815904500208,0.9762942668156092
0.9750415973377704,0.9753387455385684,0.9749671390351872,0.9747781862241144
0.9852207105804052,0.9856663297141622,0.985406203332689,0.9854024161568032
0.9788587648037584,0.9797245365443126,0.979387623200032,0.9792212538223504
0.9744543408045414,0.9759520998173292,0.9743181354747094,0.9742563476562828
0.9729861994714692,0.9742765221912132,0.9726362200791092,0.9725108238925568
0.9778800039150436,0.9788553466776644,0.9784129925978524,0.9781311781202352
0.9757267299598708,0.9766008599100516,0.9760273664524484,0.975850002051852
0.9756288538709992,0.9764663709900832,0.975839133400916,0.9756033591928588
0.973964960360184,0.975373545738455,0.9739670079743358,0.9740269084460302
0.9808162865811882,0.981645041672038,0.9807572131481662,0.9808094027205388
0.9788587648037584,0.979676524386115,0.9790380949378004,0.9789901062750538
0.978760888714887,0.979510661336329,0.9785655253449732,0.9784416800985732
0.9800332778702164,0.9805429237457468,0.9800636486573068,0.979931425860635
0.9791523930703728,0.9794418569643594,0.9795633643068596,0.9792260501462025
0.9815992952921602,0.9820726631372564,0.981954600115522,0.9815416777990515
0.9810120387589312,0.9817541992229128,0.9809738298822208,0.9810164204988976
0.9801311539590878,0.9805187611621596,0.9802832347113342,0.980147506336476
0.981990799647646,0.9823984840334504,0.982123099918807,0.9818858117819602
0.9768033669374572,0.977264940221814,0.9767377713279788,0.9764419571262692
0.9769012430263286,0.9779449863691484,0.976968839744744,0.9768141905604756
0.9815014192032886,0.982055994234713,0.9814502891759176,0.9814719036436188
0.9728883233825976,0.974183669173974,0.9726030202094222,0.9726968335164068
0.981990799647646,0.982449075531882,0.9819184394703856,0.98193337720591
0.9807184104923168,0.981317164745901,0.9809805730858536,0.9808331392461658
0.9795438974258588,0.981411711046018,0.9796730000205224,0.9793505997697092
0.9779778800039152,0.9785670262940016,0.9782443333089916,0.9780656179986028
0.973573456004698,0.9746270962492444,0.973131354095153,0.9733233863278768
0.9830674366252324,0.983280170867332,0.9826903580209252,0.982654632381822
0.9794460213369872,0.9804376883956596,0.9797342963624448,0.9797132665792556
0.9744543408045414,0.9752781889819664,0.9745436006055984,0.974350766270975
0.9762161104042284,0.977014529344988,0.9760871503138976,0.9761433132362016
0.9769012430263286,0.9773839182036193,0.9774094285100732,0.9769945594001376
0.9822844279142604,0.9824624000351756,0.9819931416108052,0.9819201419739976
0.9801311539590878,0.9803695635771892,0.9801850466729332,0.9800390898823964
0.9806205344034452,0.9808664054024008,0.9806689201330262,0.980394274513246
0.9730840755603406,0.9754084825073308,0.9735018572469152,0.9734405579030464
0.9769012430263286,0.9777019753962856,0.976815431078104,0.9765087683258052
0.9834589409807184,0.9836135832415498,0.9834399987851008,0.9833011228073102
0.9767054908485856,0.9772526835329336,0.9769045112433776,0.9766208066403974
0.9772927473818146,0.9778656760500908,0.9772733386859312,0.9771643817499468
0.9719095624938828,0.9735207339851184,0.9729220948622564,0.9723428527394504
0.9736713320935696,0.9751509073622114,0.97361334591724,0.9736381748446312
0.9632964666731916,0.9657507550012514,0.9628559304481802,0.9625271068964584
0.9769991191152002,0.9785512305691272,0.9766063818549912,0.9765370067486652
0.9740628364490554,0.9767657189384684,0.9745068773976872,0.9743670884394092
0.9740628364490554,0.9758459377054564,0.974040940713128,0.973541208785972
0.975139473426642,0.9762258387675542,0.9746357972430488,0.9747881947743624
0.9759224821376138,0.9775360067309148,0.9759877829113592,0.9761075830341324
0.9769012430263286,0.9774539711823512,0.9775892472915448,0.9769186556136252
0.9803269061368308,0.9810138709481824,0.9799602890331294,0.9800877337280656
0.9804247822257024,0.9807042416731522,0.9803196558977416,0.9802428017201404
0.9700499168053244,0.9723118322496388,0.9701086887692628,0.9699669536639604
0.9715180581383968,0.9731725776733434,0.9717799868246996,0.9715883220545012
0.9818929235587746,0.9821888768912508,0.9818156299989292,0.9816374671818566
0.9771948712929432,0.9782498369551108,0.9768335128840504,0.9768705928262608
0.9841440736028187,0.9848196601663776,0.9843279114415524,0.9842412132442968
0.9790545169815014,0.9797945784112588,0.9788455587555328,0.9787598431408912
0.9766076147597142,0.9775176464603774,0.9766348572122936,0.9766614289395054
