accuracy,precision,recall,f1
0.6897327982773809,0.6912081689211255,0.6891978271017237,0.6881613102525718
0.6956053636096702,0.7026316476684388,0.6952287090345,0.6962395355032805
0.6866007634334932,0.6920081347517228,0.6865727163758132,0.6873326128919233
0.6809239502789468,0.6864973893222814,0.6825979881405249,0.6820641642341531
0.6860135069002643,0.6943644279978937,0.6878211947185359,0.6886651907579517
0.6888519134775375,0.693222592457251,0.6864610007288223,0.6875247765503025
0.679749437212489,0.6887465199665042,0.6807605354124554,0.6815210372199366
0.6809239502789468,0.6867561452723167,0.6797930451103653,0.6806640421553151
0.6834687285896056,0.6875144534879517,0.6828227847899716,0.6828978155738625
0.6741705001468141,0.6822127694918946,0.6766086161389582,0.6769445228824604
0.6792600567681315,0.6855832470773444,0.6799847627803514,0.6799926490828027
0.6860135069002643,0.6889027819551224,0.6847628594425624,0.6845971903139255
0.6886561612997945,0.6938743287077059,0.6892600961918286,0.6893206941669057
0.6813154546344328,0.6846579263837619,0.6808749470027157,0.6805924550342842
0.6874816482333366,0.6938885848884708,0.6880862140944463,0.6888182297194017
0.6864050112557503,0.6898555217806822,0.6852837313697064,0.6853989142968975
0.6900264265439953,0.6956730523422004,0.6886247392277417,0.6895164247787916
0.6939414700988549,0.6988463436053214,0.6935295530507599,0.6937763381827265
0.6858177547225213,0.6882229207432383,0.6856302787285121,0.6846357645119665
0.6908094352549672,0.694979493853234,0.6894714145905768,0.6901514436243374
0.688949789566409,0.6923038493028625,0.6869677017083823,0.6865392604533646
0.7004012919643731,0.704998011329581,0.6992236577277479,0.6995521364995831
0.6936478418322404,0.7022944074723297,0.6940080855612243,0.6958043021294943
0.6821963394342762,0.688107568518977,0.6815707324041338,0.6821116045868473
0.6886561612997945,0.6920196096247182,0.6877647404932609,0.6869694025622277
0.684741117744935,0.6883153229432771,0.6834753773645623,0.6830532615511861
0.6908094352549672,0.6981611131426689,0.6924035173182895,0.6925796578417175
0.6887540373886659,0.6950218564115289,0.6892197519469041,0.6896556614964076
0.6878731525888225,0.6901957602573795,0.6855950012838093,0.6857313924702647
0.6955074875207987,0.702901226658142,0.6963398010836553,0.696424636762759
0.688949789566409,0.69383486507443,0.6884490339017245,0.6890432658233315
0.6899285504551238,0.692946596407356,0.6874330193859597,0.6876492328346037
0.6783791719682881,0.6812123356850653,0.6763458057179524,0.6763497470447093
0.683370852500734,0.6869103727582022,0.6825587445464334,0.6825553241886055
0.679749437212489,0.6887465199665042,0.6807605354124554,0.6815210372199366
0.679553685034746,0.6854357142821954,0.67886239286397,0.6801310272025085
0.6809239502789468,0.6881660238935537,0.6810904750690708,0.6819506097485203
0.6912009396104531,0.6965157042351213,0.691411715350471,0.691362199356194
0.675345013213272,0.6858832927929451,0.6753612697343977,0.6777377008388067
0.6874816482333366,0.6938885848884708,0.6880862140944463,0.6888182297194017
0.6834687285896056,0.6919818245219768,0.6833109803413054,0.6840680461426646
0.6743662523245572,0.6812803790195895,0.6739557815027166,0.675152365062951
0.6793579328570031,0.6859249883570369,0.6777520292679164,0.6791433252206647
